,cmap_name,ENTREZID,target
8461,droxinostat,55869,HDAC8
8463,NCH-51,55869,HDAC8
8464,belinostat,55869,HDAC8
8466,vorinostat,55869,HDAC8
8470,apicidin,9734,HDAC9
8471,givinostat,9734,HDAC9
8472,vorinostat,9734,HDAC9
8474,SB-939,9734,HDAC9
8475,dacinostat,9734,HDAC9
8477,panobinostat,9734,HDAC9
8478,valproic-acid,9734,HDAC9
8479,belinostat,9734,HDAC9
8480,scriptaid,9734,HDAC9
8482,NCH-51,9734,HDAC9
8483,entinostat,9734,HDAC9
8485,pyrimethamine,3073,HEXA
8486,quercetin,26275,HIBCH
8487,camptothecin,3091,HIF1A
8488,VU-0418946-1,3091,HIF1A
8489,carvedilol,3091,HIF1A
8490,CAY-10585,3091,HIF1A
8491,YC-1,3091,HIF1A
8493,BAY-87-2243,3091,HIF1A
8494,flavokavain-b,3091,HIF1A
8497,BRD-K92980438,3099,HK2
8498,biotin,3141,HLCS
8499,taxifolin,3156,HMGCR
8500,atorvastatin,3156,HMGCR
8501,pravastatin,3156,HMGCR
8502,benfluorex,3156,HMGCR
8503,pitavastatin,3156,HMGCR
8504,mevastatin,3156,HMGCR
8506,cerivastatin,3156,HMGCR
8510,lovastatin,3156,HMGCR
8513,simvastatin,3156,HMGCR
8520,fluvastatin,3156,HMGCR
8529,rosuvastatin,3156,HMGCR
8532,sitagliptin,3156,HMGCR
8539,protoporphyrin-ix,3162,HMOX1
8540,linoleic-acid,3172,HNF4A
8541,amodiaquine,3176,HNMT
8543,SKF-91488,3176,HNMT
8544,nitisinone,3242,HPD
8545,nocodazole,27306,HPGDS
8546,tranilast,27306,HPGDS
8548,azathioprine,3251,HPRT1
8549,mercaptopurine,3251,HPRT1
8550,RK-682,10855,HPSE
8551,amitriptyline,3269,HRH1
8553,promethazine,3269,HRH1
8554,aripiprazole,3269,HRH1
8555,clozapine,3269,HRH1
8556,fluspirilene,3269,HRH1
8557,dexbrompheniramine,3269,HRH1
8558,ketotifen,3269,HRH1
8559,ziprasidone,3269,HRH1
8560,olopatadine,3269,HRH1
8561,levomequitazine,3269,HRH1
8562,mirtazapine,3269,HRH1
8563,pheniramine,3269,HRH1
8564,diphenhydramine,3269,HRH1
8565,levomepromazine,3269,HRH1
8566,dimenhydrinate,3269,HRH1
8567,risperidone,3269,HRH1
8569,rupatadine,3269,HRH1
8570,brompheniramine,3269,HRH1
8571,pseudoephedrine,3269,HRH1
8572,loxapine,3269,HRH1
8573,olanzapine,3269,HRH1
8574,doxepin,3269,HRH1
8575,maprotiline,3269,HRH1
8578,alimemazine,3269,HRH1
8579,oxatomide,3269,HRH1
8580,carbinoxamine,3269,HRH1
8581,methapyrilene,3269,HRH1
8582,mepyramine,3269,HRH1
8583,cinnarizine,3269,HRH1
8584,asenapine,3269,HRH1
8585,azacyclonol,3269,HRH1
8586,azelastine,3269,HRH1
8587,homochlorcyclizine,3269,HRH1
8588,cyproheptadine,3269,HRH1
8589,perphenazine,3269,HRH1
8590,terfenadine,3269,HRH1
8592,promazine,3269,HRH1
8593,cetirizine,3269,HRH1
8598,lisuride,3269,HRH1
8600,doxylamine,3269,HRH1
8602,fexofenadine,3269,HRH1
8603,astemizole,3269,HRH1
8604,diphenylpyraline,3269,HRH1
8607,desloratadine,3269,HRH1
8612,iloperidone,3269,HRH1
8613,triprolidine,3269,HRH1
8616,acrivastine,3269,HRH1
8617,levocetirizine,3269,HRH1
8618,cyclizine,3269,HRH1
8619,quetiapine,3269,HRH1
8620,dosulepin,3269,HRH1
8621,amoxapine,3269,HRH1
8624,epinastine,3269,HRH1
8626,chlorcyclizine,3269,HRH1
8627,clobenpropit,3269,HRH1
8629,mianserin,3269,HRH1
8630,haloperidol,3269,HRH1
8632,deptropine,3269,HRH1
8635,flunarizine,3269,HRH1
8636,thiothixene,3269,HRH1
8637,mizolastine,3269,HRH1
8641,tripelennamine,3269,HRH1
8644,desipramine,3269,HRH1
8645,imipramine,3269,HRH1
8646,histamine,3269,HRH1
8648,molindone,3269,HRH1
8650,nortriptyline,3269,HRH1
8651,fluphenazine,3269,HRH1
8652,clemastine,3269,HRH1
8653,orphenadrine,3269,HRH1
8654,tolazoline,3269,HRH1
8656,betahistine,3269,HRH1
8660,loratadine,3269,HRH1
8665,trazodone,3269,HRH1
8667,emedastine,3269,HRH1
8668,DPPE,3269,HRH1
8670,setiptiline,3269,HRH1
8671,pimozide,3269,HRH1
8673,tranilast,3269,HRH1
8679,thioridazine,3269,HRH1
8683,tecastemizole,3269,HRH1
8684,escitalopram,3269,HRH1
8688,latrepirdine,3269,HRH1
8689,levocabastine,3269,HRH1
8696,antazoline,3269,HRH1
8697,benzatropine,3269,HRH1
8700,pipamperone,3269,HRH1
8705,hydroxyzine,3269,HRH1
8706,chloropyramine,3269,HRH1
8710,trifluoperazine,3269,HRH1
8713,bepotastine,3269,HRH1
8715,trimipramine,3269,HRH1
8717,nizatidine,3274,HRH2
8718,famotidine,3274,HRH2
8719,methantheline,3274,HRH2
8720,doxepin,3274,HRH2
8722,amthamine,3274,HRH2
8724,ICI-162846,3274,HRH2
8726,clobenpropit,3274,HRH2
8727,amitriptyline,3274,HRH2
8728,cimetidine,3274,HRH2
8730,ranitidine,3274,HRH2
8732,roxatidine,3274,HRH2
8734,tiotidine,3274,HRH2
8738,histamine,3274,HRH2
8741,mianserin,3274,HRH2
8742,epinastine,3274,HRH2
8745,loxapine,3274,HRH2
8747,tolazoline,3274,HRH2
8750,lafutidine,3274,HRH2
8753,betazole,3274,HRH2
8756,olanzapine,3274,HRH2
8758,immepip,11255,HRH3
8759,proxyfan,11255,HRH3
8760,bavisant,11255,HRH3
8761,immethridine,11255,HRH3
8763,mirtazapine,11255,HRH3
8764,histamine,11255,HRH3
8765,VUF-5681,11255,HRH3
8766,betahistine,11255,HRH3
8768,thioperamide,11255,HRH3
8771,clobenpropit,11255,HRH3
8772,iodophenpropit,11255,HRH3
8774,ciproxifan,11255,HRH3
8776,ABT-239,11255,HRH3
8783,loxapine,59340,HRH4
8784,clobenpropit,59340,HRH4
8785,clozapine,59340,HRH4
8786,amitriptyline,59340,HRH4
8787,doxepin,59340,HRH4
8788,iodophenpropit,59340,HRH4
8789,JNJ-10191584,59340,HRH4
8790,amoxapine,59340,HRH4
8791,immepip,59340,HRH4
8794,thioperamide,59340,HRH4
8801,olanzapine,59340,HRH4
8802,mianserin,59340,HRH4
8803,HTMT,59340,HRH4
8805,histamine,59340,HRH4
8807,carbenoxolone,3290,HSD11B1
8808,ursolic-acid,3290,HSD11B1
8810,adrenosterone,3290,HSD11B1
8812,flavanone,3290,HSD11B1
8816,enoxolone,3290,HSD11B1
8819,metyrapone,3290,HSD11B1
8825,pyrrolidine-dithiocarbamate,3290,HSD11B1
8830,prednisone,3290,HSD11B1
8834,chenodiol,3290,HSD11B1
8835,alfaxalone,3290,HSD11B1
8837,bezafibrate,3290,HSD11B1
8846,adrenosterone,3291,HSD11B2
8848,NSC-94258,3292,HSD17B1
8849,apigenin,3292,HSD17B1
8850,equilin,3292,HSD17B1
8851,androstenedione,3292,HSD17B1
8857,naringenin,3292,HSD17B1
8859,androstenedione,3283,HSD3B1
8861,trilostane,3284,HSD3B2
8862,NVP-AUY922,3320,HSP90AA1
8863,geldanamycin,3320,HSP90AA1
8864,alvespimycin,3320,HSP90AA1
8865,BIIB-021,3320,HSP90AA1
8867,tanespimycin,3320,HSP90AA1
8868,rifabutin,3320,HSP90AA1
8870,PU-H71,3320,HSP90AA1
8872,gedunin,3320,HSP90AA1
8877,ganetespib,3320,HSP90AA1
8881,CCT-018159,3320,HSP90AA1
8883,geldanamycin,3326,HSP90AB1
8884,NVP-AUY922,3326,HSP90AB1
8886,radicicol,3326,HSP90AB1
8888,NECA,7184,HSP90B1
8889,rifabutin,7184,HSP90B1
8891,radicicol,7184,HSP90B1
8892,elesclomol,3303,HSPA1A
8893,pifithrin-mu,3303,HSPA1A
8894,VER-155008,3303,HSPA1A
8897,aspirin,3309,HSPA5
8898,nafadotride,3350,HTR1A
8899,fluspirilene,3350,HTR1A
8900,metergoline,3350,HTR1A
8901,iloperidone,3350,HTR1A
8902,aripiprazole,3350,HTR1A
8903,zolmitriptan,3350,HTR1A
8904,adoprazine,3350,HTR1A
8905,pergolide,3350,HTR1A
8906,quetiapine,3350,HTR1A
8907,olanzapine,3350,HTR1A
8908,LY-165163,3350,HTR1A
8909,SDZ-21009,3350,HTR1A
8910,cabergoline,3350,HTR1A
8911,clozapine,3350,HTR1A
8912,ketanserin,3350,HTR1A
8913,spiroxatrine,3350,HTR1A
8915,asenapine,3350,HTR1A
8916,BMY-14802,3350,HTR1A
8917,bromocriptine,3350,HTR1A
8919,thioridazine,3350,HTR1A
8920,rotundine,3350,HTR1A
8921,amoxapine,3350,HTR1A
8922,spiperone,3350,HTR1A
8923,quinpirole,3350,HTR1A
8924,risperidone,3350,HTR1A
8925,thioproperazine,3350,HTR1A
8927,adatanserin,3350,HTR1A
8928,dopamine,3350,HTR1A
8929,NAN-190,3350,HTR1A
8930,alverine,3350,HTR1A
8931,mianserin,3350,HTR1A
8932,yohimbine,3350,HTR1A
8933,pimozide,3350,HTR1A
8934,melperone,3350,HTR1A
8936,ziprasidone,3350,HTR1A
8938,BMY-7378,3350,HTR1A
8939,buspirone,3350,HTR1A
8940,piribedil,3350,HTR1A
8941,SB-206553,3350,HTR1A
8942,doxepin,3350,HTR1A
8943,desipramine,3350,HTR1A
8945,lisuride,3350,HTR1A
8946,MDL-72832,3350,HTR1A
8948,S-14506,3350,HTR1A
8952,pindolol,3350,HTR1A
8953,serotonin,3350,HTR1A
8955,dextrorphan,3350,HTR1A
8956,raclopride,3350,HTR1A
8959,sumatriptan,3350,HTR1A
8961,haloperidol,3350,HTR1A
8962,imipramine,3350,HTR1A
8963,cyanopindolol,3350,HTR1A
8964,L-745870,3350,HTR1A
8965,spiramide,3350,HTR1A
8966,L-694247,3350,HTR1A
8968,quipazine,3350,HTR1A
8971,lurasidone,3350,HTR1A
8975,pipamperone,3350,HTR1A
8976,BP-554,3350,HTR1A
8978,RU-24969,3350,HTR1A
8980,vilazodone,3350,HTR1A
8984,alprenolol,3350,HTR1A
8985,LY-344864,3350,HTR1A
8986,MDL-73005EF,3350,HTR1A
8987,nortriptyline,3350,HTR1A
8989,xaliproden,3350,HTR1A
8995,acepromazine,3350,HTR1A
8996,ipsapirone,3350,HTR1A
8999,CGS-12066B,3350,HTR1A
9001,vortioxetine,3350,HTR1A
9004,molindone,3350,HTR1A
9007,trazodone,3350,HTR1A
9008,nefazodone,3350,HTR1A
9009,methysergide,3350,HTR1A
9010,GR-127935,3350,HTR1A
9015,rizatriptan,3350,HTR1A
9017,terguride,3350,HTR1A
9019,WAY-100635,3350,HTR1A
9022,propranolol,3350,HTR1A
9027,pizotifen,3350,HTR1A
9028,ropinirole,3350,HTR1A
9030,loxapine,3350,HTR1A
9034,ondansetron,3350,HTR1A
9035,MM77,3350,HTR1A
9045,SB-216641,3350,HTR1A
9047,apomorphine,3350,HTR1A
9048,BRL-15572,3350,HTR1A
9049,isamoltane,3350,HTR1A
9053,ritanserin,3350,HTR1A
9056,pramipexole,3350,HTR1A
9061,urapidil,3350,HTR1A
9063,trimipramine,3350,HTR1A
9069,brexpiprazole,3350,HTR1A
9071,amitriptyline,3350,HTR1A
9074,CP-93129,3350,HTR1A
9075,5-nonyloxytryptamine,3351,HTR1B
9076,yohimbine,3351,HTR1B
9077,GR-55562,3351,HTR1B
9078,aripiprazole,3351,HTR1B
9079,zolmitriptan,3351,HTR1B
9080,serotonin,3351,HTR1B
9081,olanzapine,3351,HTR1B
9082,cabergoline,3351,HTR1B
9083,SDZ-21009,3351,HTR1B
9084,pergolide,3351,HTR1B
9085,vortioxetine,3351,HTR1B
9086,asenapine,3351,HTR1B
9087,pindolol,3351,HTR1B
9088,oxymetazoline,3351,HTR1B
9089,ketanserin,3351,HTR1B
9090,bromocriptine,3351,HTR1B
9093,amoxapine,3351,HTR1B
9095,anpirtoline,3351,HTR1B
9097,methysergide,3351,HTR1B
9098,almotriptan,3351,HTR1B
9099,SB-216641,3351,HTR1B
9100,clozapine,3351,HTR1B
9101,metergoline,3351,HTR1B
9104,NAS-181,3351,HTR1B
9106,quetiapine,3351,HTR1B
9112,ziprasidone,3351,HTR1B
9113,RU-24969,3351,HTR1B
9115,L-694247,3351,HTR1B
9119,ropinirole,3351,HTR1B
9121,risperidone,3351,HTR1B
9126,CGS-12066B,3351,HTR1B
9127,ondansetron,3351,HTR1B
9128,CP-93129,3351,HTR1B
9129,rizatriptan,3351,HTR1B
9131,loxapine,3351,HTR1B
9132,lisuride,3351,HTR1B
9134,5-methoxytryptamine,3351,HTR1B
9135,dipropyl-5ct,3351,HTR1B
9138,donitriptan,3351,HTR1B
9140,CP-94253,3351,HTR1B
9142,isamoltane,3351,HTR1B
9145,sumatriptan,3351,HTR1B
9146,lysergol,3351,HTR1B
9148,terguride,3351,HTR1B
9150,LY-344864,3351,HTR1B
9153,GR-127935,3351,HTR1B
9157,BRL-15572,3351,HTR1B
9159,pipamperone,3351,HTR1B
9165,pramipexole,3351,HTR1B
9166,ritanserin,3351,HTR1B
9170,amitriptyline,3351,HTR1B
9174,propranolol,3351,HTR1B
9177,GR-46611,3352,HTR1D
9178,fluspirilene,3352,HTR1D
9179,yohimbine,3352,HTR1D
9180,RU-24969,3352,HTR1D
9181,risperidone,3352,HTR1D
9182,bromocriptine,3352,HTR1D
9183,LY-165163,3352,HTR1D
9184,ziprasidone,3352,HTR1D
9185,5-nonyloxytryptamine,3352,HTR1D
9186,clozapine,3352,HTR1D
9187,cabergoline,3352,HTR1D
9188,aripiprazole,3352,HTR1D
9189,olanzapine,3352,HTR1D
9190,GR-55562,3352,HTR1D
9191,ritanserin,3352,HTR1D
9192,vortioxetine,3352,HTR1D
9196,CGS-12066B,3352,HTR1D
9197,methysergide,3352,HTR1D
9199,dipropyl-5ct,3352,HTR1D
9200,serotonin,3352,HTR1D
9201,haloperidol,3352,HTR1D
9202,loxapine,3352,HTR1D
9203,oxymetazoline,3352,HTR1D
9204,BRL-15572,3352,HTR1D
9205,amitriptyline,3352,HTR1D
9206,quetiapine,3352,HTR1D
9208,L-694247,3352,HTR1D
9211,cyanopindolol,3352,HTR1D
9212,zolmitriptan,3352,HTR1D
9214,lisuride,3352,HTR1D
9215,GR-127935,3352,HTR1D
9219,pergolide,3352,HTR1D
9221,ropinirole,3352,HTR1D
9224,trimipramine,3352,HTR1D
9225,quipazine,3352,HTR1D
9227,metergoline,3352,HTR1D
9237,rizatriptan,3352,HTR1D
9238,pipamperone,3352,HTR1D
9239,mCPP,3352,HTR1D
9241,sumatriptan,3352,HTR1D
9242,almotriptan,3352,HTR1D
9243,TFMPP,3352,HTR1D
9245,5-methoxytryptamine,3352,HTR1D
9246,lysergol,3352,HTR1D
9250,pramipexole,3352,HTR1D
9251,SB-216641,3352,HTR1D
9254,ketanserin,3352,HTR1D
9262,LY-344864,3352,HTR1D
9272,donitriptan,3352,HTR1D
9274,terguride,3352,HTR1D
9275,spiperone,3352,HTR1D
9278,LY-344864,3354,HTR1E
9279,olanzapine,3354,HTR1E
9280,yohimbine,3354,HTR1E
9281,methysergide,3354,HTR1E
9282,ziprasidone,3354,HTR1E
9283,quetiapine,3354,HTR1E
9285,zolmitriptan,3354,HTR1E
9286,clozapine,3354,HTR1E
9287,fluspirilene,3354,HTR1E
9288,ergometrine,3354,HTR1E
9289,aripiprazole,3354,HTR1E
9290,5-methoxytryptamine,3354,HTR1E
9291,BRL-54443,3354,HTR1E
9293,risperidone,3354,HTR1E
9296,loxapine,3354,HTR1E
9297,lysergol,3354,HTR1E
9298,rizatriptan,3354,HTR1E
9299,sumatriptan,3354,HTR1E
9306,metergoline,3354,HTR1E
9313,BRL-15572,3354,HTR1E
9314,GR-127935,3354,HTR1E
9316,risperidone,3355,HTR1F
9317,metergoline,3355,HTR1F
9318,zolmitriptan,3355,HTR1F
9319,methysergide,3355,HTR1F
9320,sumatriptan,3355,HTR1F
9321,olanzapine,3355,HTR1F
9322,5-methoxytryptamine,3355,HTR1F
9323,BRL-54443,3355,HTR1F
9326,yohimbine,3355,HTR1F
9327,LY-344864,3355,HTR1F
9328,rizatriptan,3355,HTR1F
9333,GR-127935,3355,HTR1F
9334,BRL-15572,3355,HTR1F
9337,clozapine,3355,HTR1F
9338,mianserin,3355,HTR1F
9340,dipropyl-5ct,3355,HTR1F
9341,NAN-190,3355,HTR1F
9342,quetiapine,3355,HTR1F
9345,minaprine,3356,HTR2A
9346,bromocriptine,3356,HTR2A
9347,clozapine,3356,HTR2A
9348,iloperidone,3356,HTR2A
9349,serotonin,3356,HTR2A
9350,SB-206553,3356,HTR2A
9351,aniracetam,3356,HTR2A
9352,desmethylclozapine,3356,HTR2A
9353,cyclobenzaprine,3356,HTR2A
9354,fluspirilene,3356,HTR2A
9355,LY-344864,3356,HTR2A
9357,trazodone,3356,HTR2A
9358,TCB2,3356,HTR2A
9359,MDL-11939,3356,HTR2A
9360,amperozide,3356,HTR2A
9363,cabergoline,3356,HTR2A
9364,cyproheptadine,3356,HTR2A
9365,yohimbine,3356,HTR2A
9368,risperidone,3356,HTR2A
9369,apomorphine,3356,HTR2A
9370,quetiapine,3356,HTR2A
9371,nefazodone,3356,HTR2A
9372,pergolide,3356,HTR2A
9373,cinanserin,3356,HTR2A
9375,aripiprazole,3356,HTR2A
9376,RU-24969,3356,HTR2A
9377,quinpirole,3356,HTR2A
9378,noreleagnine,3356,HTR2A
9379,spiperone,3356,HTR2A
9381,remoxipride,3356,HTR2A
9383,5-methoxytryptamine,3356,HTR2A
9384,loxapine,3356,HTR2A
9385,olanzapine,3356,HTR2A
9386,amitriptyline,3356,HTR2A
9387,mesoridazine,3356,HTR2A
9388,metergoline,3356,HTR2A
9389,melperone,3356,HTR2A
9390,clomipramine,3356,HTR2A
9393,pindolol,3356,HTR2A
9395,doxepin,3356,HTR2A
9396,cisapride,3356,HTR2A
9397,fluphenazine,3356,HTR2A
9398,ziprasidone,3356,HTR2A
9399,methysergide,3356,HTR2A
9400,BRL-15572,3356,HTR2A
9401,BW-723C86,3356,HTR2A
9403,ropinirole,3356,HTR2A
9404,TFMPP,3356,HTR2A
9405,altanserin,3356,HTR2A
9408,pirenperone,3356,HTR2A
9410,asenapine,3356,HTR2A
9411,perospirone,3356,HTR2A
9412,desipramine,3356,HTR2A
9418,perphenazine,3356,HTR2A
9421,mirtazapine,3356,HTR2A
9422,norcyclobenzaprine,3356,HTR2A
9423,molindone,3356,HTR2A
9424,amisulpride,3356,HTR2A
9425,acepromazine,3356,HTR2A
9426,MK-212,3356,HTR2A
9428,maprotiline,3356,HTR2A
9431,levomepromazine,3356,HTR2A
9432,thioridazine,3356,HTR2A
9434,fananserin,3356,HTR2A
9436,Ro-60-0175,3356,HTR2A
9438,ritanserin,3356,HTR2A
9442,ergometrine,3356,HTR2A
9444,ketanserin,3356,HTR2A
9445,sertindole,3356,HTR2A
9446,mianserin,3356,HTR2A
9447,amoxapine,3356,HTR2A
9448,RS-102221,3356,HTR2A
9449,trifluoperazine,3356,HTR2A
9452,GR-127935,3356,HTR2A
9453,quipazine,3356,HTR2A
9459,paroxetine,3356,HTR2A
9461,thiothixene,3356,HTR2A
9464,lisuride,3356,HTR2A
9466,imipramine,3356,HTR2A
9469,spiramide,3356,HTR2A
9472,haloperidol,3356,HTR2A
9475,PNU-22394,3356,HTR2A
9477,thioproperazine,3356,HTR2A
9478,N-methylquipazine,3356,HTR2A
9479,terguride,3356,HTR2A
9480,SB-221284,3356,HTR2A
9482,flupentixol,3356,HTR2A
9485,nortriptyline,3356,HTR2A
9487,donepezil,3356,HTR2A
9489,lurasidone,3356,HTR2A
9494,tegaserod,3356,HTR2A
9495,R-96544,3356,HTR2A
9496,pramipexole,3356,HTR2A
9497,mesulergine,3356,HTR2A
9503,pimozide,3356,HTR2A
9506,adatanserin,3356,HTR2A
9509,L-741626,3356,HTR2A
9510,CGS-12066B,3356,HTR2A
9512,pizotifen,3356,HTR2A
9518,fluperlapine,3356,HTR2A
9526,trimipramine,3356,HTR2A
9528,pimavanserin,3356,HTR2A
9529,LE-300,3356,HTR2A
9531,mCPP,3356,HTR2A
9533,pipamperone,3356,HTR2A
9538,blonanserin,3356,HTR2A
9547,L-745870,3356,HTR2A
9550,brexpiprazole,3356,HTR2A
9553,setiptiline,3356,HTR2A
9555,SB-216641,3356,HTR2A
9563,duloxetine,3356,HTR2A
9565,promazine,3356,HTR2A
9572,yohimbine,3357,HTR2B
9573,bromocriptine,3357,HTR2B
9575,mirtazapine,3357,HTR2B
9576,serotonin,3357,HTR2B
9577,metergoline,3357,HTR2B
9578,minaprine,3357,HTR2B
9579,PNU-22394,3357,HTR2B
9581,MDL-11939,3357,HTR2B
9583,BRL-15572,3357,HTR2B
9584,terguride,3357,HTR2B
9586,MK-212,3357,HTR2B
9587,piribedil,3357,HTR2B
9589,cabergoline,3357,HTR2B
9590,cyproheptadine,3357,HTR2B
9591,mesulergine,3357,HTR2B
9594,pergolide,3357,HTR2B
9595,ritanserin,3357,HTR2B
9596,spiperone,3357,HTR2B
9598,SB-206553,3357,HTR2B
9600,ropinirole,3357,HTR2B
9601,SB-200646,3357,HTR2B
9602,olanzapine,3357,HTR2B
9604,L-741626,3357,HTR2B
9606,lisuride,3357,HTR2B
9607,SB-221284,3357,HTR2B
9608,RU-24969,3357,HTR2B
9609,triflupromazine,3357,HTR2B
9611,quipazine,3357,HTR2B
9613,clomipramine,3357,HTR2B
9614,doxepin,3357,HTR2B
9615,apomorphine,3357,HTR2B
9616,ketanserin,3357,HTR2B
9618,mCPP,3357,HTR2B
9620,SB-216641,3357,HTR2B
9621,mianserin,3357,HTR2B
9622,pramipexole,3357,HTR2B
9625,RS-127445,3357,HTR2B
9626,methyl-angolensate,3357,HTR2B
9627,methysergide,3357,HTR2B
9628,LY-344864,3357,HTR2B
9629,tegaserod,3357,HTR2B
9632,quinpirole,3357,HTR2B
9633,PRX-08066,3357,HTR2B
9635,BW-723C86,3357,HTR2B
9637,fluoxetine,3357,HTR2B
9638,pindolol,3357,HTR2B
9647,haloperidol,3357,HTR2B
9649,spiroxatrine,3357,HTR2B
9652,trazodone,3357,HTR2B
9655,clozapine,3357,HTR2B
9656,spiramide,3357,HTR2B
9658,GR-127935,3357,HTR2B
9660,RS-102221,3357,HTR2B
9663,CGS-12066B,3357,HTR2B
9664,amoxapine,3357,HTR2B
9667,Ro-60-0175,3357,HTR2B
9671,serotonin,3358,HTR2C
9672,cabergoline,3358,HTR2C
9674,cyproheptadine,3358,HTR2C
9675,GR-127935,3358,HTR2C
9676,ziprasidone,3358,HTR2C
9677,sertindole,3358,HTR2C
9678,quipazine,3358,HTR2C
9679,agomelatine,3358,HTR2C
9680,yohimbine,3358,HTR2C
9681,clomipramine,3358,HTR2C
9682,doxepin,3358,HTR2C
9683,amitriptyline,3358,HTR2C
9684,mirtazapine,3358,HTR2C
9685,clozapine,3358,HTR2C
9686,ritanserin,3358,HTR2C
9687,levomepromazine,3358,HTR2C
9689,perphenazine,3358,HTR2C
9691,SB-206553,3358,HTR2C
9692,WAY-161503,3358,HTR2C
9693,LY-344864,3358,HTR2C
9694,bromocriptine,3358,HTR2C
9695,risperidone,3358,HTR2C
9696,olanzapine,3358,HTR2C
9697,mCPP,3358,HTR2C
9698,MDL-11939,3358,HTR2C
9700,tegaserod,3358,HTR2C
9702,methysergide,3358,HTR2C
9704,trazodone,3358,HTR2C
9706,SB-221284,3358,HTR2C
9707,aripiprazole,3358,HTR2C
9708,RS-102221,3358,HTR2C
9710,MK-212,3358,HTR2C
9711,oxymetazoline,3358,HTR2C
9714,minaprine,3358,HTR2C
9716,loxapine,3358,HTR2C
9718,pergolide,3358,HTR2C
9721,tramadol,3358,HTR2C
9722,quinpirole,3358,HTR2C
9723,ketanserin,3358,HTR2C
9725,nortriptyline,3358,HTR2C
9727,lisuride,3358,HTR2C
9731,desipramine,3358,HTR2C
9732,nefazodone,3358,HTR2C
9733,SB-200646,3358,HTR2C
9734,maprotiline,3358,HTR2C
9736,RU-24969,3358,HTR2C
9739,WAY-629,3358,HTR2C
9742,pizotifen,3358,HTR2C
9743,mianserin,3358,HTR2C
9744,PNU-22394,3358,HTR2C
9745,BRL-15572,3358,HTR2C
9747,imipramine,3358,HTR2C
9749,apomorphine,3358,HTR2C
9750,metergoline,3358,HTR2C
9752,SCH-23390,3358,HTR2C
9757,lorcaserin,3358,HTR2C
9759,quetiapine,3358,HTR2C
9761,amoxapine,3358,HTR2C
9764,pramipexole,3358,HTR2C
9768,terguride,3358,HTR2C
9776,SB-228357,3358,HTR2C
9784,Ro-60-0175,3358,HTR2C
9786,thioridazine,3358,HTR2C
9788,BW-723C86,3358,HTR2C
9790,trimipramine,3358,HTR2C
9791,spiperone,3358,HTR2C
9794,duloxetine,3358,HTR2C
9795,ropinirole,3358,HTR2C
9796,CGS-12066B,3358,HTR2C
9797,promazine,3358,HTR2C
9800,desmethylclozapine,3358,HTR2C
9805,SB-216641,3358,HTR2C
9807,5-methoxytryptamine,3358,HTR2C
9809,mesulergine,3358,HTR2C
9811,setiptiline,3358,HTR2C
9812,trifluoperazine,3358,HTR2C
9813,S-14506,3358,HTR2C
9814,spiramide,3358,HTR2C
9815,altanserin,3358,HTR2C
9817,perospirone,3358,HTR2C
9819,picrotoxin,3359,HTR3A
9820,lerisetron,3359,HTR3A
9821,tropisetron,3359,HTR3A
9822,alosetron,3359,HTR3A
9823,ziprasidone,3359,HTR3A
9824,clozapine,3359,HTR3A
9825,zacopride,3359,HTR3A
9826,trimipramine,3359,HTR3A
9828,quipazine,3359,HTR3A
9829,tubocurarine,3359,HTR3A
9830,metoclopramide,3359,HTR3A
9831,SR-57227A,3359,HTR3A
9832,serotonin,3359,HTR3A
9833,aripiprazole,3359,HTR3A
9834,m-chlorophenylbiguanide,3359,HTR3A
9836,amoxapine,3359,HTR3A
9837,palonosetron,3359,HTR3A
9839,mirtazapine,3359,HTR3A
9840,cisapride,3359,HTR3A
9842,1-phenylbiguanide,3359,HTR3A
9843,granisetron,3359,HTR3A
9845,ondansetron,3359,HTR3A
9846,dolasetron,3359,HTR3A
9848,bemesetron,3359,HTR3A
9849,azasetron,3359,HTR3A
9850,diltiazem,3359,HTR3A
9852,RS-56812,3359,HTR3A
9855,memantine,3359,HTR3A
9856,olanzapine,3359,HTR3A
9859,talipexole,3359,HTR3A
9868,LY-278584,3359,HTR3A
9869,loxapine,3359,HTR3A
9872,N-methylquipazine,3359,HTR3A
9873,SDZ-205-557,3359,HTR3A
9874,quetiapine,3359,HTR3A
9881,mosapride,3359,HTR3A
9884,procaine,3359,HTR3A
9887,mesulergine,3359,HTR3A
9893,anpirtoline,3359,HTR3A
9896,zacopride,9177,HTR3B
9897,ondansetron,9177,HTR3B
9898,m-chlorophenylbiguanide,9177,HTR3B
9899,bemesetron,9177,HTR3B
9900,serotonin,9177,HTR3B
9901,metoclopramide,9177,HTR3B
9903,picrotoxin,9177,HTR3B
9904,N-methylquipazine,9177,HTR3B
9906,azasetron,9177,HTR3B
9909,mesulergine,9177,HTR3B
9910,tubocurarine,9177,HTR3B
9911,1-phenylbiguanide,9177,HTR3B
9912,quipazine,9177,HTR3B
9915,SDZ-205-557,9177,HTR3B
9916,metoclopramide,3360,HTR4
9918,ondansetron,3360,HTR4
9919,serotonin,3360,HTR4
9920,RS-39604,3360,HTR4
9922,tropisetron,3360,HTR4
9923,mosapride,3360,HTR4
9924,GR-113808,3360,HTR4
9925,cisapride,3360,HTR4
9926,SDZ-205-557,3360,HTR4
9927,zacopride,3360,HTR4
